ShowID,Type,Title,Director,Cast,Country,DateAdded,ReleaseYear,Rating,Duration,ListedIn,Description
S00132,Movie,Discovery Nights,Maria Jones,"Edward Gupta, Nancy Walker, Deepika Nakamura, Kimberly Ramirez",Singapore,2024-04-03,2023,PG-13,89 min,Horror,"In the end, love conquers all."
S00133,TV Show,The Kingdom Knights,Brian Weber,"Ana Zhang, Paul White, Betty Fernandez, Maria Hernandez, Carol Jackson",Mexico,2020-04-25,2024,TV-G,6 Seasons,Action Drama,Two worlds collide with devastating consequences.
S00134,TV Show,Forgotten Years,Raj Sato,"Aisha Gupta, Arjun Sharma, Camila Suzuki",India,2024-08-14,2018,TV-Y,5 Seasons,Romance,The search for identity leads to unexpected discoveries.
S00135,Movie,Hope War,Pedro Singh,"Isabella Cho, Margaret Martin, Jessica Gonzalez, Erik Williams",India,2021-06-04,2020,NC-17,133 min,Teen Drama,Love and betrayal intertwine in unexpected ways.
S00136,TV Show,The Modern Fight,Michael Harris,"Dorothy Jackson, William Martin, David Cho, Carol Hernandez, Kimberly Park",United States,2022-09-01,2024,TV-14,2 Seasons,Horror,"Power corrupts, but some fight to stay pure."
S00137,TV Show,Nightmare Past,Daniel Sato,"Kimberly Martin, Joshua Hernandez, Emily Sanchez, Li Alves, Paul Watanabe",Spain,2023-04-24,2020,TV-PG,1 Season,Romance,The past comes back to haunt the present.
S00138,TV Show,Fire Last,Carol Takahashi,"Fatima Mueller, Nancy Cho, Isabella Tanaka, Amanda Martin",United States,2020-08-19,2018,TV-Y7,8 Seasons,Crime Drama,A mysterious stranger arrives and changes everything.
S00139,Movie,The Journey Twisted,Deepika Kim,"James Schmidt, Omar Meyer, Anthony Brown, Betty Taylor, Daniel Kim",Germany,2021-08-13,2020,PG,97 min,Sports Drama,The search for identity leads to unexpected discoveries.
S00140,Movie,The Dawn Deaths,Amanda Lewis,"Juan Moore, Michael Johnson, Lars Garcia, Pierre Nakamura",India,2022-03-01,2023,PG,95 min,Romance,The past comes back to haunt the present.
S00141,Movie,The Stranger Red,Lisa Davis,"Joshua Clark, Paul White, Daniel Wu",Spain,2022-11-15,2021,R,151 min,Horror,"When the stakes are high, who can you trust?"
S00142,TV Show,The Chase Lions,Margaret Watanabe,"Marie Santos, Deborah Smith, Akira Gupta, Emily Tanaka, Sandra Jung",Turkey,2020-04-28,2021,TV-Y7,7 Seasons,Western,Love and betrayal intertwine in unexpected ways.
S00143,TV Show,Modern Sacred,Daniel Chen,"Thomas Park, Carlos Robinson, Ahmed Shah, Elizabeth Zhang",Canada,2021-02-23,2024,TV-Y,4 Seasons,Horror,The search for identity leads to unexpected discoveries.
S00144,TV Show,The Quest Princesses,Ahmed Gupta,"Ahmed Wagner, Melissa Sato, Lisa Takahashi, Fatima Wilson, Joshua Lopez",Egypt,2023-07-05,2018,TV-PG,2 Seasons,Documentary,"The truth will set you free, or destroy you."
S00145,Movie,The Stranger Red,Sofia Fischer,"Hiro Fernandez, Fatima Costa, Patricia Sato",Hong Kong,2020-05-11,2021,G,95 min,Sci-Fi Drama,A race against time to save what matters most.
S00146,TV Show,The Dream Sunrises,Ashley Williams,"Anthony Walker, Patricia Suzuki, David Chen, Kevin Brown",United States,2023-11-15,2022,TV-PG,6 Seasons,Psychological Thriller,A gripping tale of survival and redemption.
S00147,TV Show,The Blood Darkness,John Tanaka,"Matthew Takahashi, Sakura Lee, Thomas Suzuki",United States,2023-05-01,2021,TV-MA,2 Seasons,Sci-Fi Drama,A gripping tale of survival and redemption.
S00148,TV Show,The Night Twilights,Erik Martin,"Richard Miller, Ingrid Takahashi, Sakura Miller, Edward Lee",United States,2024-05-31,2022,TV-PG,1 Season,Sci-Fi Drama,"When the stakes are high, who can you trust?"
S00149,TV Show,Last Beginnings,Amanda Becker,"Lars Silva, Dorothy Sanchez, Valentina Kumar, Fatima Suzuki, Hiro Walker",United States,2023-12-14,2024,TV-G,6 Seasons,Musical Drama,Revenge is a dish best served cold.
S00150,Movie,The Sky Knights,Thomas Khan,"Pedro Sousa, Emily Miller, William Nakamura, Betty Sousa",United States,2022-01-01,2021,NC-17,120 min,Drama,An epic story of courage and sacrifice.
S00151,Movie,Mission Forgotten,Steven Smith,"Edward Shah, Margaret Fischer, Joseph Jones, Amanda Miller, Jessica Jones",Argentina,2021-07-14,2018,PG,178 min,Adventure,"Power corrupts, but some fight to stay pure."
S00152,Movie,Mission Mission,Ana Sato,"Miguel Moore, Sandra Silva, Camila Smith",Mexico,2022-01-25,2022,PG,108 min,Historical Drama,A mysterious stranger arrives and changes everything.
S00153,TV Show,The Silver Hate,Sarah Wu,"Joshua Kang, Joseph Meyer, Amanda Sharma, Amanda Smith",United Kingdom,2020-10-22,2018,TV-G,7 Seasons,Sports Drama,"In a world of chaos, heroes emerge from unlikely places."
S00154,Movie,Wild Mind,Omar Thompson,"Anthony Ribeiro, Linda Smith, Thomas Kumar",Germany,2021-04-11,2024,NC-17,174 min,Thriller,The past comes back to haunt the present.
S00155,TV Show,Past Friends,Pierre Sousa,"Emily Wu, Linda Wu, Amanda Lee",Germany,2024-07-22,2022,TV-Y7,3 Seasons,Family Drama,An epic story of courage and sacrifice.
S00156,Movie,The Hate Dragons,Dorothy Fischer,"Robert Fernandez, Marie Robinson, Hiro Brown, Akira Sousa, Sarah Liu",United States,2022-07-03,2019,G,128 min,Teen Drama,The search for identity leads to unexpected discoveries.
S00157,TV Show,Hope Centers,William Johnson,"Donna Reddy, Joshua Zhao, Raj Silva, Jennifer Wang",United States,2024-10-02,2022,TV-PG,6 Seasons,Comedy Drama,A detective uncovers a conspiracy that goes deeper than imagined.
S00158,TV Show,The Chase Deadly,David Martinez,"Dorothy Miller, Deepika Walker, Kimberly Taylor, Priya Reddy, Mark Zhang",United States,2020-12-02,2024,TV-14,7 Seasons,Psychological Thriller,Love and betrayal intertwine in unexpected ways.
S00159,Movie,The Deadly Eagles,David Tanaka,"Yuki Park, Emily Jung, Fatima Martinez, Thomas Becker, Sofia Martin",Germany,2020-03-05,2021,R,90 min,Action & Adventure,Two worlds collide with devastating consequences.
S00160,Movie,Game Days,Isabella Rodriguez,"Donna Lewis, Jessica Yoon, Miguel Rodriguez, Omar Santos",United States,2021-07-06,2018,PG,132 min,Teen Drama,The past comes back to haunt the present.
S00161,TV Show,Falling Tales,Susan Garcia,"Elizabeth Gupta, Deepika Zhao, Min Ribeiro, Jessica Young",United States,2021-05-12,2018,TV-PG,7 Seasons,Legal Drama,"Power corrupts, but some fight to stay pure."
S00162,TV Show,Quest Earth,Deborah Clark,"Dorothy Becker, Kimberly Santos, Barbara Weber, Kimberly Young, Valentina Wagner",Mexico,2022-12-10,2018,TV-14,4 Seasons,Horror,Revenge is a dish best served cold.
S00163,TV Show,The Truth Lost,Omar Choi,"Hiro Martinez, Pierre Miller, Chen Garcia, Susan Clark",Mexico,2024-05-30,2019,TV-Y,2 Seasons,Noir,"When the stakes are high, who can you trust?"
S00164,TV Show,Ocean Dream,Melissa Sousa,"Sakura Alves, Matthew Clark, Sandra Becker, Sandra Young",Japan,2022-08-27,2024,TV-14,5 Seasons,Comedy,"In a world of chaos, heroes emerge from unlikely places."
S00165,Movie,The Past Night,Barbara Kim,"Barbara Yamamoto, Astrid Yamamoto, Richard Ito, David Santos",United States,2024-10-18,2018,NC-17,88 min,Legal Drama,Love and betrayal intertwine in unexpected ways.
S00166,TV Show,Ancient Kings,Arjun Gupta,"Daniel Santos, Paul Meyer, Andrew Miller, Pierre Weber",Egypt,2021-10-29,2020,TV-Y7,2 Seasons,Comedy,Love and betrayal intertwine in unexpected ways.
S00167,Movie,The Past Stranger,Astrid Oliveira,"Deepika Nakamura, Sakura Perez, Melissa Fischer, Isabella Johnson",United Kingdom,2021-08-09,2020,NC-17,86 min,Crime Drama,A gripping tale of survival and redemption.
S00168,TV Show,Rising Darkness,Steven Meyer,"Barbara Thomas, Elizabeth Schneider, Matthew Yang",United Kingdom,2021-05-04,2020,TV-MA,7 Seasons,Adventure,Nothing is as it seems in this twisted thriller.
S00169,TV Show,The Darkness Enemies,Mark Lee,"Robert Smith, Maria Cho, Fatima Perez, William Costa",United States,2020-12-30,2020,TV-G,3 Seasons,Political Thriller,"In the end, love conquers all."
S00170,TV Show,The Falling Nights,Barbara Lopez,"Arjun Garcia, Patricia Clark, Jessica Thompson",United States,2021-06-18,2023,TV-14,1 Season,Medical Drama,A race against time to save what matters most.
S00171,TV Show,The Crown Lost,Isabella White,"Jessica Gupta, Priya Alves, Raj Reddy",United Kingdom,2023-09-10,2024,TV-PG,1 Season,Medical Drama,"In a world of chaos, heroes emerge from unlikely places."
S00172,Movie,Love Ancient,Betty Oliveira,"Susan Wagner, Carol Taylor, Maria Patel, Daniel Costa",Spain,2021-01-21,2024,PG,119 min,Horror,Two worlds collide with devastating consequences.
S00173,TV Show,The Twisted Deaths,Chen Sanchez,"Carol Becker, Donna Wang, Kimberly Alves, Li Gupta",Germany,2022-12-03,2022,TV-14,3 Seasons,Mystery,"Power corrupts, but some fight to stay pure."
S00174,Movie,Falling Stories,Marie Gonzalez,"Thomas Choi, David Young, Hiro Wilson, Mark Sousa, Barbara Oliveira",Mexico,2020-07-21,2023,G,116 min,Sports Drama,Revenge is a dish best served cold.
S00175,TV Show,Midnight Rising,Aisha White,"Mark Singh, Margaret White, David Fernandez, Mark Moore",United States,2023-03-08,2019,TV-PG,4 Seasons,Psychological Thriller,Two worlds collide with devastating consequences.
S00176,TV Show,The Darkness Myths,Min Schmidt,"Richard Park, John Oliveira, Hiro Kumar, Daniel Tanaka, Akira Lewis",United States,2023-07-16,2024,TV-MA,5 Seasons,Historical Drama,The search for identity leads to unexpected discoveries.
S00177,TV Show,Path Twisted,Ana Jones,"William Walker, Robert Moore, Camila Jackson",United Kingdom,2020-08-13,2021,TV-PG,1 Season,Action & Adventure,"The truth will set you free, or destroy you."
S00178,TV Show,The Twisted Skies,Amanda Shah,"Robert Williams, Kenneth Ribeiro, Pierre Becker",France,2024-12-04,2022,TV-14,8 Seasons,Psychological Thriller,The line between right and wrong becomes blurred.
S00179,TV Show,The Deadly Search,Mark Kang,"Edward Khan, John Silva, Fatima Gonzalez, Chen Watanabe, Fatima Jung",Japan,2020-11-21,2021,TV-MA,8 Seasons,Mystery,The line between right and wrong becomes blurred.
S00180,TV Show,Search Broken,Akira Jung,"Joshua Fernandez, Chen Robinson, John Thomas, Andrew Thompson",Spain,2022-09-22,2019,TV-Y,2 Seasons,Sci-Fi Drama,The search for identity leads to unexpected discoveries.
S00181,Movie,Lies Last,Jennifer Lee,"Richard Wang, Miguel Nakamura, Sophie Wang, Amanda Nakamura",Brazil,2022-04-16,2020,PG,85 min,Noir,A detective uncovers a conspiracy that goes deeper than imagined.
S00182,TV Show,Bridge Sacred,Priya Ito,"Michelle Nakamura, Kevin Sato, Jean Liu, Paul Brown, Sofia Costa",United States,2021-04-14,2019,TV-14,8 Seasons,Romance,"In a world of chaos, heroes emerge from unlikely places."
S00183,TV Show,Ocean Knights,Valentina Kang,"Erik Harris, John Williams, Jean Yang, Amanda Ito, Astrid Walker",New Zealand,2022-02-18,2024,TV-G,8 Seasons,Thriller,A gripping tale of survival and redemption.
S00184,Movie,The Rising Moments,Miguel Rodriguez,"Maria Young, Ahmed Fernandez, Deepika Davis, Anthony Young, Ashley Ito",United States,2024-07-25,2019,PG,106 min,Adventure,"Power corrupts, but some fight to stay pure."
S00185,TV Show,Hope Last,Michelle Ramirez,"Hiro Hernandez, Andrew Yamamoto, Deepika Choi, Isabella Sousa",United States,2023-11-28,2024,TV-MA,7 Seasons,Noir,A mysterious stranger arrives and changes everything.
S00186,TV Show,The Valley Sky,Priya Becker,"Raj Weber, James Choi, Ingrid Costa",United States,2022-04-19,2024,TV-PG,4 Seasons,Drama,The line between right and wrong becomes blurred.
S00187,Movie,The Shadow Search,Sophie Schneider,"Yuki Jones, Carlos Singh, Sofia Jones, Ana Schmidt, Donald Liu",Singapore,2024-04-20,2023,PG,98 min,Crime Drama,The line between right and wrong becomes blurred.
S00188,TV Show,Night Stories,Steven Huang,"Joshua Liu, Wei Tanaka, Deborah Silva",France,2022-08-16,2020,TV-Y7,8 Seasons,Noir,"In the end, love conquers all."
S00189,TV Show,Midnight Myths,Juan Kumar,"Omar Thomas, Joshua Davis, Camila Wilson, Aisha Patel, Lars Meyer",Germany,2024-10-11,2020,TV-G,4 Seasons,Teen Drama,"In a world of chaos, heroes emerge from unlikely places."
S00190,Movie,The Modern Princes,Erik Moore,"Kevin Oliveira, Susan Martin, Ana Chen, Sakura Schneider, Deborah Fischer",United Kingdom,2023-12-19,2023,G,124 min,Psychological Thriller,"Power corrupts, but some fight to stay pure."
S00191,Movie,The City Road,Sakura Clark,"Carlos Yoon, Li Lewis, Kimberly White, Sakura Smith",Japan,2021-05-22,2022,G,169 min,Action & Adventure,"In the end, love conquers all."
S00192,TV Show,The Ocean Future,William Huang,"Camila Santos, Min Wu, Pedro Alves",Australia,2021-12-13,2024,TV-Y7,1 Season,Drama,A detective uncovers a conspiracy that goes deeper than imagined.
S00193,TV Show,Last Enemies,Lisa Moore,"George Wagner, Miguel Miller, Isabella Jones, Jean Fernandez",Mexico,2022-12-20,2023,TV-MA,1 Season,Medical Drama,"In the end, love conquers all."
S00194,TV Show,Ocean Sisters,Fatima Harris,"Sophie Zhang, Jennifer Robinson, Daniel Ribeiro",India,2020-05-24,2019,TV-14,8 Seasons,Musical Drama,The past comes back to haunt the present.
S00195,TV Show,The Black Fire,Sophie Chen,"Hiro Sharma, Isabella Cho, Jean Cho, Thomas Yang, Richard Reddy",Mexico,2022-09-24,2018,TV-Y7,6 Seasons,Sci-Fi Drama,Nothing is as it seems in this twisted thriller.
S00196,TV Show,Hunt Dragons,Donna Cho,"Deborah Sharma, Ahmed Yamamoto, Daniel Yamamoto",Australia,2020-12-01,2024,TV-G,5 Seasons,Comedy,Revenge is a dish best served cold.
S00197,Movie,The Water Storm,Carol Martinez,"Melissa Ramirez, Chen Becker, Betty Ribeiro, Chen White, Marie Zhang",Canada,2022-05-31,2021,PG-13,119 min,Horror,The past comes back to haunt the present.
S00198,TV Show,Fight Fire,Isabella Choi,"Deborah Shah, Valentina Garcia, Betty Martinez, Ahmed Moore, Sandra Ito",Australia,2020-08-04,2021,TV-Y7,7 Seasons,Thriller,The past comes back to haunt the present.
S00199,Movie,The Truth Dawn,Daniel Martinez,"Ashley Yamamoto, Joseph Liu, Raj Silva, Carlos Liu, Deborah Fischer",Canada,2023-04-26,2023,R,141 min,Action & Adventure,Two worlds collide with devastating consequences.
S00200,TV Show,The Heart Lions,Valentina Wu,"Omar Becker, Miguel Mueller, Sandra Moore, Sophie Williams, Jennifer Schneider",France,2021-11-27,2021,TV-MA,3 Seasons,Comedy Drama,The search for identity leads to unexpected discoveries.
S00201,TV Show,Golden Enemies,Isabella Moore,"Akira Ramirez, Linda Chen, Dorothy Fernandez, Raj Davis, Omar Zhao",Argentina,2023-03-30,2019,TV-G,3 Seasons,Comedy Drama,A gripping tale of survival and redemption.
S00202,TV Show,The Twisted Blue,Patricia Suzuki,"Ingrid Williams, Fatima Lee, Melissa Oliveira",Czech Republic,2021-09-08,2019,TV-MA,6 Seasons,Horror,The search for identity leads to unexpected discoveries.
S00203,TV Show,Spirit Lies,Aisha Lewis,"Aisha Khan, Donna Jones, Valentina Fernandez",Czech Republic,2023-12-21,2019,TV-Y,2 Seasons,Legal Drama,A mysterious stranger arrives and changes everything.
S00204,TV Show,Path Lost,Donald Singh,"Isabella Oliveira, Brian Meyer, Ahmed Kang",Denmark,2023-08-07,2020,TV-MA,7 Seasons,Comedy Drama,"In a world of chaos, heroes emerge from unlikely places."
S00205,TV Show,Sacred Black,Valentina Yamamoto,"Ashley Shah, Kevin Gonzalez, Melissa Jung",United States,2023-03-16,2024,TV-PG,5 Seasons,Psychological Thriller,A gripping tale of survival and redemption.
S00206,TV Show,Fire Road,Barbara Shah,"Amanda Wilson, Ingrid Wang, Juan Sanchez",Sweden,2023-12-12,2021,TV-Y,3 Seasons,Adventure,A gripping tale of survival and redemption.
S00207,TV Show,Deadly Wild,Jessica Jackson,"Chen Oliveira, Valentina Lee, William Chen, Michael Lee",New Zealand,2023-06-27,2022,TV-G,1 Season,Fantasy,Two worlds collide with devastating consequences.
S00208,Movie,Spirit Edges,George Schmidt,"Margaret Khan, Margaret Lewis, Donna Williams, Elizabeth Lee",United States,2020-01-26,2023,NC-17,158 min,Drama,"Power corrupts, but some fight to stay pure."
S00209,TV Show,The Battle Strangers,Erik Oliveira,"Kimberly Hernandez, Richard Robinson, Emily Chen, Dorothy Gupta",Argentina,2023-10-19,2023,TV-Y,8 Seasons,Teen Drama,A detective uncovers a conspiracy that goes deeper than imagined.
S00210,TV Show,The River Waters,Jean Martinez,"Aisha Sousa, Linda Lee, Deborah Hernandez, Sarah Yamamoto",United Kingdom,2022-06-23,2022,TV-MA,2 Seasons,Documentary,A journey of self-discovery and transformation.
S00211,TV Show,The Future Sisters,Donald Lee,"Matthew Yang, Ashley Sousa, Nancy Moore, Margaret Walker",United States,2023-05-24,2024,TV-PG,4 Seasons,Legal Drama,A journey of self-discovery and transformation.
S00212,Movie,Island Waters,Juan Alves,"Priya Cho, George Lee, Sarah Wang, Paul Alves, Aisha Kim",Italy,2023-08-15,2024,PG-13,118 min,Thriller,The past comes back to haunt the present.
S00213,TV Show,The White Twilights,Li Nakamura,"Lisa Meyer, Ingrid Taylor, Arjun Costa",United States,2021-11-17,2019,TV-G,7 Seasons,Musical Drama,A mysterious stranger arrives and changes everything.
S00214,TV Show,The Search Lions,Sakura Sharma,"Edward Lopez, Valentina Young, Susan Shah, Valentina Williams, Camila Jones",Malaysia,2024-03-14,2019,TV-14,1 Season,Action & Adventure,Love and betrayal intertwine in unexpected ways.
S00215,TV Show,The Ancient Myths,Camila Lee,"Ingrid Kumar, Brian Khan, Kevin Meyer, Dorothy Patel",France,2020-11-18,2021,TV-G,3 Seasons,Noir,"Power corrupts, but some fight to stay pure."
S00216,TV Show,Quest Kingdom,Hiro Wilson,"John Ito, Marie Ramirez, Wei Park",India,2020-08-16,2021,TV-14,4 Seasons,Documentary,"The truth will set you free, or destroy you."
S00217,TV Show,Nightmare Love,Kevin Kumar,"James Costa, Susan Wang, Kimberly Weber, Miguel Thompson, Linda Weber",Hong Kong,2024-08-14,2018,TV-Y,4 Seasons,Horror,"In a world of chaos, heroes emerge from unlikely places."
S00218,TV Show,The Dawn Chronicles,Ingrid Cho,"Maria Fernandez, Linda Perez, Ahmed Ribeiro, Robert Garcia",Mexico,2022-12-02,2024,TV-Y,2 Seasons,Family Drama,Nothing is as it seems in this twisted thriller.
S00219,TV Show,Future Dusk,Mark Schneider,"Carol Takahashi, Andrew Thompson, Carlos Sharma, Juan Jung",South Korea,2021-12-15,2024,TV-PG,2 Seasons,Political Thriller,An epic story of courage and sacrifice.
S00220,TV Show,The Final Last,Juan Patel,"Mark Singh, Kenneth Miller, Matthew Miller, William Williams",India,2024-06-26,2019,TV-MA,1 Season,Thriller,"In a world of chaos, heroes emerge from unlikely places."
S00221,TV Show,The Night Broken,Juan Mueller,"Paul Cho, Deborah Walker, Deborah Becker, Maria Jung, Jennifer Thompson",Norway,2020-08-06,2020,TV-G,8 Seasons,Comedy Drama,The search for identity leads to unexpected discoveries.
S00222,Movie,Last Light,Margaret Sato,"Anthony Zhang, Chen Cho, Patricia Sanchez, Lisa Miller",Brazil,2020-09-29,2023,PG,179 min,Teen Drama,Nothing is as it seems in this twisted thriller.
